# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Tamil Nadu,2002,Importation of Girls,07. Importation of Girls,6,0,0,0,0,0,0,0,0,6,6,6
Tripura,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2002,Importation of Girls,07. Importation of Girls,7,0,2,2,5,0,0,0,0,12,10,12
West Bengal,2002,Importation of Girls,07. Importation of Girls,0,0,2,1,0,1,2,7,0,0,6,7
Andaman & Nicobar Islands,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Importation of Girls,07. Importation of Girls,2,0,1,1,2,0,0,1,0,4,4,5
Arunachal Pradesh,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,Importation of Girls,07. Importation of Girls,14,0,48,65,0,45,23,276,5,14,225,290
Chandigarh,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2003,Importation of Girls,07. Importation of Girls,22,0,0,6,0,6,0,0,0,22,16,22
Karnataka,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2003,Importation of Girls,07. Importation of Girls,0,0,1,1,1,0,0,0,0,1,0,1
Nagaland,2003,Importation of Girls,07. Importation of Girls,0,0,1,0,0,0,1,0,0,0,0,0
Odisha,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,13,0,0,13,13
Puducherry,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2003,Importation of Girls,07. Importation of Girls,0,0,3,3,0,0,0,3,0,0,0,3
Sikkim,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2003,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2003,Importation of Girls,07. Importation of Girls,0,0,1,0,0,2,3,7,0,0,7,7
Andaman & Nicobar Islands,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Importation of Girls,07. Importation of Girls,1,0,5,5,0,0,0,5,0,1,1,6
Arunachal Pradesh,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,Importation of Girls,07. Importation of Girls,8,0,39,39,0,23,23,307,0,8,276,315
Chandigarh,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Importation of Girls,07. Importation of Girls,0,0,0,1,1,1,0,0,0,1,0,1
Odisha,2004,Importation of Girls,07. Importation of Girls,13,0,0,0,0,0,0,0,0,13,13,13
Puducherry,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Importation of Girls,07. Importation of Girls,5,0,5,5,0,0,0,3,0,5,3,8
Sikkim,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Importation of Girls,07. Importation of Girls,0,7,7,7,0,0,0,0,0,0,0,7
Uttarakhand,2004,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2004,Importation of Girls,07. Importation of Girls,2,0,12,2,0,3,13,7,0,2,7,9
Andaman & Nicobar Islands,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Importation of Girls,07. Importation of Girls,3,0,5,5,0,0,0,7,0,3,5,10
Arunachal Pradesh,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Importation of Girls,07. Importation of Girls,0,0,3,3,0,0,0,3,0,0,0,3
Bihar,2005,Importation of Girls,07. Importation of Girls,14,0,90,62,9,23,48,346,3,23,307,369
Chandigarh,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Importation of Girls,07. Importation of Girls,0,0,35,11,0,0,15,11,9,0,0,11
Karnataka,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Importation of Girls,07. Importation of Girls,0,0,4,4,0,0,0,4,0,0,0,4
Maharashtra,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,3,0,0,0,0,3,3,3
Sikkim,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2005,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2005,Importation of Girls,07. Importation of Girls,2,0,75,5,0,13,83,10,0,2,7,12
Andaman & Nicobar Islands,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Importation of Girls,07. Importation of Girls,5,0,0,0,0,0,0,2,0,5,7,7
Arunachal Pradesh,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,3,0,0,3,3
Bihar,2006,Importation of Girls,07. Importation of Girls,20,0,68,60,13,48,56,373,0,33,346,406
Chandigarh,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Importation of Girls,07. Importation of Girls,0,0,3,3,0,0,0,3,0,0,0,3
Dadra & Nagar Haveli,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Importation of Girls,07. Importation of Girls,25,0,0,15,0,15,0,1,0,25,11,26
Karnataka,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,4,0,0,4,4
Maharashtra,2006,Importation of Girls,07. Importation of Girls,0,0,2,2,0,0,0,2,0,0,0,2
Manipur,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2006,Importation of Girls,07. Importation of Girls,0,0,6,0,0,0,6,0,0,0,0,0
Rajasthan,2006,Importation of Girls,07. Importation of Girls,2,0,4,4,0,0,0,2,0,2,0,4
Sikkim,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2006,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Importation of Girls,07. Importation of Girls,3,0,2,23,1,83,61,29,1,4,10,33
Andaman & Nicobar Islands,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,2,0,0,2,2
Arunachal Pradesh,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,3,0,0,3,3
Bihar,2007,Importation of Girls,07. Importation of Girls,43,0,87,83,10,56,58,403,2,53,373,456
Chandigarh,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2007,Importation of Girls,07. Importation of Girls,3,0,0,0,0,0,0,0,0,3,3,3
Dadra & Nagar Haveli,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,1,0,0,1,1
Karnataka,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,4,0,0,4,4
Maharashtra,2007,Importation of Girls,07. Importation of Girls,2,0,0,0,0,0,0,0,0,2,2,2
Manipur,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,6,6,0,0,0,0,0
Rajasthan,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,2,0,0,2,2
Sikkim,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2007,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2007,Importation of Girls,07. Importation of Girls,10,0,8,44,0,61,17,63,8,10,29,73
Andaman & Nicobar Islands,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,2,0,0,2,2
Arunachal Pradesh,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Importation of Girls,07. Importation of Girls,2,0,0,0,0,0,0,1,0,2,3,3
Bihar,2008,Importation of Girls,07. Importation of Girls,37,0,56,64,4,58,50,426,0,41,403,467
Chandigarh,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Importation of Girls,07. Importation of Girls,19,0,63,61,4,0,2,39,0,23,1,62
Karnataka,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,4,0,0,4,4
Maharashtra,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,6,6,0,0,0,0,0
Rajasthan,2008,Importation of Girls,07. Importation of Girls,1,0,0,0,0,0,0,1,0,1,2,2
Sikkim,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2008,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2008,Importation of Girls,07. Importation of Girls,29,5,6,13,1,17,2,41,8,30,63,76
Andaman & Nicobar Islands,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,2,0,0,2,2
Arunachal Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Importation of Girls,07. Importation of Girls,0,0,1,1,0,0,0,2,0,0,1,2
Bihar,2009,Importation of Girls,07. Importation of Girls,6,0,17,36,8,50,31,448,0,14,426,462
Chandigarh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2009,Importation of Girls,07. Importation of Girls,5,0,20,5,4,2,17,35,0,9,39,44
Karnataka,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,2,2,0,0,0,6,0,0,4,6
Maharashtra,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Importation of Girls,07. Importation of Girls,0,0,2,2,0,0,0,2,0,0,0,2
Mizoram,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,1,0,0,1,1
Sikkim,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2009,Importation of Girls,07. Importation of Girls,17,4,7,4,0,2,4,24,1,17,41,45
Andaman & Nicobar Islands,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,2,0,0,2,2
Arunachal Pradesh,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,2,0,0,2,2
Bihar,2010,Importation of Girls,07. Importation of Girls,10,0,26,18,1,31,39,455,0,11,448,466
Chandigarh,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2010,Importation of Girls,07. Importation of Girls,0,0,5,5,0,0,0,5,0,0,0,5
Dadra & Nagar Haveli,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2010,Importation of Girls,07. Importation of Girls,5,0,15,20,5,17,12,45,0,10,35,55
